what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1405182537396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1405182538741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405182540107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405182541613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405182619283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405182623768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405182625242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405182759500
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1405182766173
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1405182773465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405182775225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405182790115
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1405182792816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405182795647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405182806198
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1405182819692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405182820099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405182822770
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1405182823665
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1405182824971
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405182832496
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1405182833843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405182834816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405182843327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405182851896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405182860005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1405182861120
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1405182862358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1405182867181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1405182869316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1405182871169
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1405182874385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405182885074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405182947054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405182949086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1405182980241
